Date_Posted,Year,Month,City,Country,Work_Type,Gender_Preference,Job_Title,Specialization,Job_Portal,Company,Company_Size,Company_Sector,Minimum_Experience (years),Maximum_Experience (years),Position_level,Qualifications,Minimum Salary,Maximum Salary,Avg_Salary
2024-06-09,2024,6,Hanoi,Vietnam,Part-Time,Female,Psychologist,Clinical Psychologist,FlexJobs,Lam Research,500 or above,Semiconductor,1,10,Senior,PhD,55000,124000,89500
2025-05-07,2025,5,Ottawa,Canada,Contract,Both,Occupational Therapist,Geriatric Occupational Therapist,SimplyHired,Group 1 Automotive,500 or above,Automotive,4,11,Senior,M.Tech,59000,84000,71500
2024-03-08,2024,3,Beijing,China,Contract,Female,Market Research Analyst,Market Researcher,CareerBuilder,"Workday, Inc.",500 or above,Technology/Software,0,12,Senior,B.Tech,58000,125000,91500
2023-12-05,2023,12,New Delhi,India,Contract,Female,Quality Assurance Analyst,Quality Assurance Manager,The Muse,Ball,500 or above,Packaging,4,15,Senior,MBA,56000,84000,70000
2023-02-09,2023,2,Madrid,Spain,Full-Time,Male,Procurement Coordinator,Purchasing Coordinator,ZipRecruiter,Crown Holdings,500 or above,Packaging,1,14,Senior,M.Com,59000,103000,81000
2023-07-05,2023,7,Tokyo,Japan,Contract,Female,Purchasing Agent,Procurement Specialist,USAJOBS,Yum China Holdings,500 or above,Restaurants,5,10,Senior,MBA,63000,127000,95000
2022-10-08,2022,10,New Delhi,India,Part-Time,Female,Network Engineer,Network Administrator,USAJOBS,Boise Cascade,500 or above,Manufacturing,2,8,Senior,MCA,65000,91000,78000
2023-08-06,2023,8,Ottawa,Canada,Contract,Both,Project Coordinator,Administrative Coordinator,FlexJobs,Tata Consultancy Services (TCS),500 or above,Information Technology,2,13,Senior,MCA,62000,119000,90500
2023-06-12,2023,6,Paris,France,Temporary,Male,Legal Advisor,Corporate Counsel,FlexJobs,TravelCenters of America,500 or above,Travel & Hospitality,5,13,Senior,MBA,65000,94000,79500
2023-07-12,2023,7,Tokyo,Japan,Contract,Both,Technical Writer,Documentation Specialist,USAJOBS,TravelCenters of America,500 or above,Travel & Hospitality,4,9,Senior,M.Tech,57000,91000,74000
2025-05-07,2025,5,London,UK,Temporary,Male,Account Executive,Advertising Account Executive,Internships.com,Kroger,500 or above,Retail,0,8,Senior,MCA,57000,126000,91500
2024-11-03,2024,11,London,UK,Temporary,Male,IT Support Specialist,IT Systems Administrator,FlexJobs,Torrent Pharmaceuticals,500 or above,Pharmaceuticals,4,8,Senior,MBA,61000,84000,72500
2022-11-07,2022,11,New Delhi,India,Full-Time,Both,Landscape Architect,Urban Planner,USAJOBS,TD Ameritrade Holding Corporation,500 or above,Financial Services/Investment Banking,0,14,Senior,MBA,65000,128000,96500
2024-09-08,2024,9,Singapore,Singapore,Full-Time,Female,SEM Specialist,SEM Analyst,Stack Overflow Jobs,PetroChina,500 or above,Oil and Gas,5,8,Senior,BA,65000,107000,86000
2022-08-11,2022,8,Bangkok,Thailand,Temporary,Female,HR Coordinator,Training Coordinator,The Muse,Visa,500 or above,Financial Services,2,12,Senior,M.Com,63000,90000,76500
2024-07-02,2024,7,Bangkok,Thailand,Temporary,Both,Nurse Manager,Nurse Educator,Glassdoor,Continental AG,500 or above,Automotive,5,10,Senior,B.Com,58000,94000,76000
2023-10-02,2023,10,Paris,France,Temporary,Male,Systems Engineer,Systems Integration Specialist,Stack Overflow Jobs,Travelers,500 or above,Insurance,1,11,Senior,B.Tech,61000,116000,88500
2024-01-06,2024,1,Paris,France,Temporary,Female,Art Teacher,Art Education Coordinator,FlexJobs,Continental Resources,500 or above,Energy,0,8,Senior,B.Com,64000,86000,75000
2023-06-01,2023,6,Paris,France,Temporary,Both,Account Manager,Client Relationship Manager,FlexJobs,International Flavors & Fragrances,500 or above,Flavors & Fragrances,2,10,Senior,BBA,63000,113000,88000
2023-09-06,2023,9,Beijing,China,Temporary,Female,Financial Advisor,Investment Advisor,FlexJobs,TD Synnex,500 or above,Technology,4,14,Senior,BCA,64000,120000,92000
2024-04-06,2024,4,Beijing,China,Full-Time,Male,Software Tester,Automation Tester,SimplyHired,Mosaic,500 or above,Fertilizers,0,14,Senior,BCA,58000,100000,79000
2022-01-02,2022,1,New Delhi,India,Contract,Both,Business Analyst,Healthcare Business Analyst,ZipRecruiter,CDW,500 or above,Technology,4,11,Senior,BCA,61000,112000,86500
2024-01-07,2024,1,City of Port Louis,Mauritius,Temporary,Female,Process Engineer,Industrial Engineer,USAJOBS,Siemens India,500 or above,Industrial Conglomerates,0,12,Senior,MCA,56000,81000,68500
2023-07-12,2023,7,Hanoi,Vietnam,Temporary,Both,Civil Engineer,Water Resources Engineer,SimplyHired,Andersons,500 or above,Agriculture,3,9,Senior,M.Com,62000,102000,82000
2022-09-03,2022,9,Singapore,Singapore,Temporary,Male,Family Nurse Practitioner,Geriatric Nurse Practitioner,CareerBuilder,Goodyear Tire & Rubber,500 or above,Automotive,5,8,Senior,B.Tech,57000,121000,89000
2023-03-06,2023,3,Canberra,Australia,Temporary,Female,Front-End Engineer,UI/UX Front-End Developer,Monster,Community Health Systems,500 or above,Healthcare,2,8,Senior,MBA,62000,112000,87000
2024-01-05,2024,1,"Washington, D.C.",USA,Temporary,Male,Wedding Planner,Wedding Consultant,USAJOBS,Nvidia,500 or above,Technology,3,9,Senior,PhD,59000,95000,77000
2022-12-04,2022,12,Tokyo,Japan,Contract,Male,Digital Marketing Specialist,SEO Specialist,Stack Overflow Jobs,MTU Aero Engines AG,500 or above,Aerospace and Defense,4,10,Senior,M.Tech,61000,92000,76500
2024-04-06,2024,4,Brussels,Belgium,Full-Time,Female,Urban Planner,Transportation Planner,Internships.com,Workspace Group,51-500,Real Estate,3,8,Senior,M.Tech,61000,91000,76000
2022-01-12,2022,1,Singapore,Singapore,Full-Time,Both,Physician Assistant,Emergency Medicine Physician Assistant,Idealist,APA Group,500 or above,Energy/Infrastructure,1,14,Senior,M.Tech,64000,129000,96500
2022-10-10,2022,10,Lisbon,Portugal,Full-Time,Male,Veterinarian,Equine Veterinarian,The Muse,Commerzbank AG,500 or above,Financial Services,2,13,Senior,M.Com,59000,114000,86500
2023-10-11,2023,10,Hanoi,Vietnam,Intern,Both,Public Relations Specialist,Media Relations Specialist,SimplyHired,Wipro Limited,500 or above,Information Technology,4,8,Senior,M.Com,59000,119000,89000
2022-11-01,2022,11,Paris,France,Part-Time,Male,Web Developer,Full-Stack Developer,Jobs2Careers,Erie Insurance Group,500 or above,Insurance,5,11,Senior,B.Tech,65000,88000,76500
2024-05-04,2024,5,Canberra,Australia,Part-Time,Male,Environmental Engineer,Environmental Consultant,Idealist,Sartorius AG,500 or above,Lab Equipment,5,9,Senior,B.Tech,64000,100000,82000
2022-07-07,2022,7,London,UK,Contract,Male,Java Developer,Java Backend Developer,Stack Overflow Jobs,BASF SE,500 or above,Chemicals,3,8,Senior,B.Com,55000,91000,73000
2023-03-06,2023,3,Hanoi,Vietnam,Part-Time,Both,Electrical Engineer,Electronics Hardware Engineer,Stack Overflow Jobs,China Mobile,500 or above,Telecommunications,1,9,Senior,MCA,63000,129000,96000
2023-03-01,2023,3,Tokyo,Japan,Part-Time,Both,SEO Analyst,Technical SEO Analyst,Snagajob,Western Union Company,500 or above,Financial Services/Remittances,1,8,Senior,B.Tech,64000,92000,78000
2023-12-07,2023,12,London,UK,Full-Time,Both,Architectural Designer,Interior Designer,SimplyHired,Boise Cascade,500 or above,Manufacturing,3,14,Senior,BBA,63000,100000,81500
2024-02-08,2024,2,Tokyo,Japan,Intern,Male,Procurement Coordinator,Purchasing Coordinator,Indeed,Hyatt Hotels Corporation,500 or above,Hospitality/Hotels,0,15,Senior,BA,56000,110000,83000
2024-04-03,2024,4,Tokyo,Japan,Intern,Male,Mechanical Engineer,HVAC Engineer,Idealist,Nucor,500 or above,Metals and Mining,3,12,Senior,M.Tech,62000,122000,92000
2023-02-06,2023,2,Berlin,Germany,Temporary,Both,Customer Service Manager,Customer Support Manager,SimplyHired,W.R. Berkley,500 or above,Insurance,2,12,Senior,B.Tech,61000,106000,83500
2022-08-12,2022,8,Hanoi,Vietnam,Intern,Both,Office Manager,Office Coordinator,The Muse,Masco,500 or above,Manufacturing,0,10,Senior,BCA,57000,115000,86000
2022-06-06,2022,6,City of Port Louis,Mauritius,Part-Time,Female,Technical Writer,Documentation Specialist,SimplyHired,Deutsche Bahn AG,500 or above,Transportation,2,12,Senior,BA,60000,86000,73000
2023-08-01,2023,8,Tokyo,Japan,Intern,Female,Database Developer,SQL Database Developer,FlexJobs,Cadila Healthcare,500 or above,Pharmaceuticals,0,15,Senior,B.Tech,55000,112000,83500
2023-05-12,2023,5,Bangkok,Thailand,Part-Time,Both,Account Executive,Advertising Account Executive,Indeed,Ambuja Cements,500 or above,Cement & Aggregates,4,10,Senior,M.Com,65000,116000,90500
2022-05-10,2022,5,London,UK,Full-Time,Both,Product Designer,Industrial Designer,ZipRecruiter,Dana,500 or above,Automotive Parts,1,12,Senior,PhD,58000,109000,83500
2022-12-05,2022,12,Brussels,Belgium,Part-Time,Female,Network Administrator,Systems Administrator,Snagajob,Bharat Electronics Limited,500 or above,Electronics,0,13,Senior,BCA,62000,93000,77500
2024-07-08,2024,7,Canberra,Australia,Temporary,Male,Software Engineer,Backend Developer,Glassdoor,Next plc,500 or above,Retail,2,15,Senior,BA,63000,112000,87500
2023-05-11,2023,5,Bangkok,Thailand,Full-Time,Both,Brand Ambassador,Social Media Influencer,Jobs2Careers,Spirax-Sarco Engineering,500 or above,Engineering,3,8,Senior,BA,65000,106000,85500
2022-05-10,2022,5,Lisbon,Portugal,Full-Time,Male,Marketing Analyst,Data Analyst,Monster,Everbright Securities,500 or above,Financial Services,2,11,Senior,BBA,55000,89000,72000
2024-06-10,2024,6,Canberra,Australia,Contract,Both,Front-End Engineer,UI/UX Front-End Developer,Snagajob,Equinix,500 or above,Real Estate,3,13,Senior,BBA,55000,95000,75000
2025-04-03,2025,4,Singapore,Singapore,Part-Time,Male,Market Research Analyst,Market Research Coordinator,Idealist,Pfizer,500 or above,Healthcare,5,10,Senior,BBA,57000,83000,70000
2023-12-05,2023,12,Ottawa,Canada,Contract,Male,Brand Ambassador,Product Demonstrator,FlexJobs,"Dr. Pepper Snapple Group, Inc.",500 or above,Beverage,0,8,Senior,MCA,55000,85000,70000
2023-07-08,2023,7,Bangkok,Thailand,Temporary,Both,Family Nurse Practitioner,Primary Care Provider,Internships.com,Shree Cement,500 or above,Cement & Aggregates,3,13,Senior,BCA,64000,80000,72000
2024-06-11,2024,6,"Washington, D.C.",USA,Contract,Male,Legal Assistant,Paralegal,Stack Overflow Jobs,Power Grid Corporation of India,500 or above,Utilities,2,11,Senior,M.Tech,62000,103000,82500
2024-06-03,2024,6,Berlin,Germany,Part-Time,Female,Research Analyst,Data Analyst Researcher,Jobs2Careers,A-Mark Precious Metals,51-500,Mining,0,13,Senior,MCA,63000,128000,95500
2025-02-01,2025,2,City of Port Louis,Mauritius,Temporary,Male,IT Support Specialist,IT Systems Administrator,The Muse,McKesson,500 or above,Healthcare,4,15,Senior,BBA,59000,127000,93000
2022-09-02,2022,9,Beijing,China,Contract,Male,Nurse Manager,Nurse Educator,Stack Overflow Jobs,Spotify Technology S.A.,500 or above,Technology/Music Streaming,1,9,Senior,BA,62000,121000,91500
2021-11-11,2021,11,Madrid,Spain,Intern,Male,Litigation Attorney,Corporate Litigator,Jobs2Careers,Huntsman,500 or above,Chemicals,4,15,Senior,BBA,62000,80000,71000
2021-12-12,2021,12,Singapore,Singapore,Temporary,Male,IT Support Specialist,Help Desk Support Specialist,SimplyHired,Bajaj Holdings & Investment Limited,500 or above,Financial Services,3,11,Senior,B.Com,55000,107000,81000
2024-04-01,2024,4,Brussels,Belgium,Contract,Female,Administrative Assistant,Executive Assistant,Indeed,McDonald's,500 or above,Food and Beverage,0,10,Senior,BBA,62000,97000,79500
2024-07-12,2024,7,Berlin,Germany,Full-Time,Female,Content Writer,Copywriter,Snagajob,Siemens AG,500 or above,Technology and Engineering,2,10,Senior,PhD,60000,110000,85000
2022-05-01,2022,5,Lisbon,Portugal,Intern,Female,Marketing Director,Marketing Communications Director,SimplyHired,Land O'Lakes,500 or above,Agriculture,5,8,Senior,BCA,56000,84000,70000
2023-10-01,2023,10,Canberra,Australia,Intern,Both,Java Developer,Java Backend Developer,Dice,Constellation Energy,500 or above,Energy,2,15,Senior,B.Tech,58000,89000,73500
2021-07-12,2021,7,Lisbon,Portugal,Temporary,Both,Occupational Therapist,Pediatric Occupational Therapist,Monster,Enterprise Products Partners,500 or above,Energy,1,8,Senior,B.Tech,60000,103000,81500
2023-02-03,2023,2,Brussels,Belgium,Full-Time,Male,Back-End Developer,API Developer,Snagajob,Citizens Financial Group,500 or above,Financial Services,2,11,Senior,B.Com,64000,84000,74000
2023-04-06,2023,4,Singapore,Singapore,Temporary,Male,IT Administrator,System Administrator,ZipRecruiter,Westpac Banking Corporation,500 or above,Banking,3,8,Senior,PhD,61000,126000,93500
2023-11-06,2023,11,"Washington, D.C.",USA,Temporary,Both,Network Engineer,Network Administrator,Dice,Meta Platforms,500 or above,Technology,3,13,Senior,M.Com,59000,109000,84000
2023-05-01,2023,5,City of Port Louis,Mauritius,Part-Time,Male,Pediatrician,Pediatric Specialist,FlexJobs,AECOM,500 or above,Engineering and Construction,1,11,Senior,B.Tech,62000,120000,91000
2023-05-04,2023,5,New Delhi,India,Contract,Female,Event Manager,Conference Manager,Stack Overflow Jobs,"The Vanguard Group, Inc.",500 or above,Financial Services/Investment Management,1,9,Senior,MCA,65000,109000,87000
2024-05-04,2024,5,Hanoi,Vietnam,Full-Time,Both,Investment Analyst,Risk Analyst,Jobs2Careers,CarMax,500 or above,Retail,2,8,Senior,B.Tech,61000,125000,93000
2024-02-12,2024,2,Hanoi,Vietnam,Temporary,Male,Legal Advisor,Legal Counsel,ZipRecruiter,Booking Holdings,500 or above,Travel and Booking,5,12,Senior,MBA,65000,129000,97000
2023-05-08,2023,5,Lisbon,Portugal,Full-Time,Male,Landscape Designer,Sustainable Landscape Specialist,Jobs2Careers,Expedia Group,500 or above,Travel and Booking,0,12,Senior,BBA,56000,107000,81500
2024-06-10,2024,6,Paris,France,Contract,Both,Supply Chain Manager,Demand Planner,Internships.com,Bath & Body Works,500 or above,Consumer Discretionary,4,12,Senior,M.Tech,56000,125000,90500
2023-09-05,2023,9,"Washington, D.C.",USA,Temporary,Both,Research Analyst,Data Analyst Researcher,CareerBuilder,Fortescue Metals Group,500 or above,Mining and Metals,3,8,Senior,PhD,65000,102000,83500
2023-07-06,2023,7,City of Port Louis,Mauritius,Part-Time,Both,Marketing Analyst,Data Analyst,FlexJobs,Group 1 Automotive,500 or above,Automotive,1,8,Senior,BBA,65000,98000,81500
2024-02-07,2024,2,Paris,France,Intern,Female,Research Analyst,Data Analyst Researcher,Internships.com,Haier Group,500 or above,Appliances,3,13,Senior,B.Tech,56000,107000,81500
2023-02-02,2023,2,Brussels,Belgium,Intern,Both,Web Designer,Frontend Web Designer,CareerBuilder,Science Applications International,500 or above,Information Technology,5,11,Senior,PhD,59000,128000,93500
2023-03-08,2023,3,Hanoi,Vietnam,Temporary,Both,Web Developer,Backend Web Developer,Stack Overflow Jobs,Spotify Technology S.A.,500 or above,Technology/Music Streaming,1,10,Senior,BA,56000,108000,82000
2023-08-02,2023,8,Lisbon,Portugal,Intern,Both,Office Manager,Office Coordinator,The Muse,Bharti Airtel,500 or above,Telecommunications,4,11,Senior,B.Tech,63000,130000,96500
2024-04-12,2024,4,"Washington, D.C.",USA,Part-Time,Male,Procurement Manager,Supplier Diversity Manager,Internships.com,Intuit,500 or above,Financial Technology,2,8,Senior,PhD,59000,112000,85500
2023-05-04,2023,5,Berlin,Germany,Temporary,Female,Quality Assurance Analyst,QA Tester,Idealist,Fifth Third Bancorp,500 or above,Banking,4,9,Senior,BCA,61000,106000,83500
2022-04-12,2022,4,Ottawa,Canada,Part-Time,Female,Customer Success Manager,Customer Support Specialist,Dice,Disney+,500 or above,Entertainment/Media Streaming,4,8,Senior,BCA,65000,86000,75500
2024-02-02,2024,2,Madrid,Spain,Full-Time,Female,UX/UI Designer,Interaction Designer,Snagajob,Raytheon Technologies,500 or above,Aerospace and Defense,0,8,Senior,BCA,64000,82000,73000
2023-04-09,2023,4,Tokyo,Japan,Intern,Female,Physician Assistant,Surgical Physician Assistant,Snagajob,Activision Blizzard,500 or above,Communication Services,5,13,Senior,BBA,65000,121000,93000
2022-03-11,2022,3,Berlin,Germany,Contract,Female,UX/UI Designer,Interaction Designer,FlexJobs,International Paper,500 or above,Manufacturing,1,8,Senior,B.Tech,65000,118000,91500
2023-04-07,2023,4,Hanoi,Vietnam,Part-Time,Female,HR Coordinator,Training Coordinator,The Muse,3M,500 or above,Conglomerate,2,13,Senior,M.Com,59000,110000,84500
2024-07-04,2024,7,London,UK,Part-Time,Both,Brand Manager,Product Brand Manager,SimplyHired,Deutsche Annington Immobilien SE (Now Vonovia SE),500 or above,Real Estate,0,14,Senior,MCA,61000,81000,71000
2023-11-04,2023,11,Berlin,Germany,Full-Time,Male,Marketing Specialist,Digital Marketing Specialist,Jobs2Careers,Ferguson plc,500 or above,Construction and Engineering,4,8,Senior,BA,65000,106000,85500
2024-01-01,2024,1,City of Port Louis,Mauritius,Temporary,Both,Civil Engineer,Transportation Engineer,CareerBuilder,Exelon,500 or above,Energy,4,14,Senior,BA,58000,122000,90000
2023-06-08,2023,6,Berlin,Germany,Part-Time,Both,Office Manager,Facilities Manager,Indeed,Suncorp Group,500 or above,Insurance,5,10,Senior,B.Tech,62000,118000,90000
2023-09-09,2023,9,City of Port Louis,Mauritius,Part-Time,Both,Software Tester,Quality Assurance Analyst,USAJOBS,Caterpillar,500 or above,Industrial,1,14,Senior,B.Tech,57000,82000,69500
2023-01-06,2023,1,Beijing,China,Contract,Both,Executive Assistant,Office Manager,FlexJobs,JetBlue Airways,500 or above,Airlines,5,15,Senior,M.Com,55000,100000,77500
2022-07-07,2022,7,London,UK,Full-Time,Both,Software Engineer,Frontend Developer,CareerBuilder,Henry Schein,500 or above,Healthcare,1,13,Senior,MBA,60000,98000,79000
2024-04-10,2024,4,City of Port Louis,Mauritius,Temporary,Both,Social Media Manager,Social Media Analyst,USAJOBS,MGM Resorts International,500 or above,Hospitality and Entertainment,1,12,Senior,BCA,56000,100000,78000
2023-05-03,2023,5,Lisbon,Portugal,Temporary,Male,SEO Analyst,SEO Content Strategist,CareerBuilder,Home Depot,500 or above,Retail,5,15,Senior,BBA,63000,118000,90500
2024-03-07,2024,3,Beijing,China,Full-Time,Both,Procurement Specialist,Procurement Manager,Glassdoor,Apple,500 or above,Technology,3,13,Senior,BBA,55000,120000,87500
2022-11-02,2022,11,New Delhi,India,Contract,Both,Art Director,Creative Director,The Muse,DCP Midstream,500 or above,Energy,2,11,Senior,MCA,64000,84000,74000
2023-12-10,2023,12,Ottawa,Canada,Contract,Both,Customer Service Representative,Call Center Agent,USAJOBS,"Harley-Davidson, Inc.",500 or above,Automotive/Motorcycles,5,9,Senior,MBA,60000,81000,70500
2024-09-05,2024,9,Canberra,Australia,Contract,Both,Supply Chain Manager,Demand Planner,The Muse,JPMorgan Chase,500 or above,Financial Services,5,13,Senior,MBA,64000,98000,81000
2023-02-09,2023,2,Madrid,Spain,Temporary,Female,Data Analyst,Business Intelligence Analyst,Jobs2Careers,Bandhan Bank,500 or above,Banking,4,10,Senior,MBA,64000,85000,74500
2022-04-11,2022,4,Brussels,Belgium,Temporary,Female,Social Media Coordinator,Content Creator,Stack Overflow Jobs,Estée Lauder,500 or above,Consumer Goods,5,14,Senior,M.Com,62000,130000,96000
2023-12-07,2023,12,Ottawa,Canada,Part-Time,Male,Social Media Manager,Social Media Strategist,Indeed,Lennar,500 or above,Construction,1,11,Senior,M.Com,59000,100000,79500
2023-06-05,2023,6,London,UK,Temporary,Male,Substance Abuse Counselor,Recovery Coach,Jobs2Careers,Avis Budget Group,500 or above,Rental Cars,0,8,Senior,BBA,57000,104000,80500
